businessname,legalowner,namelast,namefirst,licenseno,issdttm,expdttm,licstatus,licensecat,descript,result,resultdttm,violdesc,violstatus,comments,address,city,state,zip
THE PURPLE SHELL,,The Purple Shell,Att: Accounts Payable,398702,2020-02-24T15:44:18Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-03-12T14:16:03Z,Other Liquid Wastes and Rainwater (C),Pass,Clean visibly soiled grese drum in the corner of the kitchen and keep covered as discussed when not needed or in use,11 W Broadway,South Boston,MA,2127
THE PURPLE SHELL,,The Purple Shell,Att: Accounts Payable,398702,2020-02-24T15:44:18Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-03-12T14:16:03Z,Floors  Walls and Ceilings-Cleanability (C),Pass,Clean the floors throughout the kitchen as well as the walls behind the cooking line and other areas where needed from visible food spills,11 W Broadway,South Boston,MA,2127
THE PURPLE SHELL,,The Purple Shell,Att: Accounts Payable,398702,2020-02-24T15:44:18Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-03-12T14:16:03Z,Wall and Ceiling Coverings and Coatings (C),Pass,Small hole in the ceiling above the meat slicer  repair,11 W Broadway,South Boston,MA,2127
THE PURPLE SHELL,,The Purple Shell,Att: Accounts Payable,398702,2020-02-24T15:44:18Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-03-12T14:16:03Z,Walls and Ceilings  Attachments (C),Pass,Replace compromised door sweep on the rear delivery door leading to the kitchen,11 W Broadway,South Boston,MA,2127
THE PURPLE SHELL,,The Purple Shell,Att: Accounts Payable,398702,2020-02-24T15:44:18Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-03-12T14:16:03Z,Outer Openings  Protected (C),Pass,Check all door sweeps where sunlight enters the facility,11 W Broadway,South Boston,MA,2127
THE PURPLE SHELL,,The Purple Shell,Att: Accounts Payable,398702,2020-02-24T15:44:18Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-03-12T14:16:03Z,Handwashing Signage  (C),Pass,Clearly identify all hand sinks scattered throughout the facility and keep the perimeter of the sinks clutter free and easily accessible,11 W Broadway,South Boston,MA,2127
THE PURPLE SHELL,,The Purple Shell,Att: Accounts Payable,398702,2020-02-24T15:44:18Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-03-12T14:16:03Z,Using Dressing Rooms and Lockers (C),Pass,Clean and tidy up the area designated for lockers  ensure all personal coats and belongings are not stored in with foods and food service locations or hanging where they are not supposed to in the kitchen,11 W Broadway,South Boston,MA,2127
THE PURPLE SHELL,,The Purple Shell,Att: Accounts Payable,398702,2020-02-24T15:44:18Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-03-12T14:16:03Z,Conditions of Use (C),Pass,Discontinue storing Windex and other cleaning solutions stored too close to food saervice locations and keep segragated as discussed,11 W Broadway,South Boston,MA,2127
THE PURPLE SHELL,,The Purple Shell,Att: Accounts Payable,398702,2020-02-24T15:44:18Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-03-12T14:16:03Z,Conformance with Approved Procedures (P),Pass,HACCP log books are not being properly and completely filled out daily  moving forward temperatures  PH   initials  dates and so forth shall be filled out daily as discussed during inspection - Acidification was o.k for the rice,11 W Broadway,South Boston,MA,2127
TOM ENGLISH COTTAGE,English Thomas A Jr,English Jr,Thomas A,18495,2011-12-08T10:40:35Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-02-25T15:38:34Z,Compliance with Food Law  (Pf),Pass,Discontinue purchasing foods from retail food establishments [ Market Basket - Stop & Shop } and only purchase foods from rep[utable food suppliers as discussed during inspection,112   Emerson ST,South Boston,MA,2127
TOM ENGLISH COTTAGE,English Thomas A Jr,English Jr,Thomas A,18495,2011-12-08T10:40:35Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-02-25T15:38:34Z,Wiping Cloths  Use Limitation (C),Pass,Set up as discussed during inspection,112   Emerson ST,South Boston,MA,2127
TOM ENGLISH COTTAGE,English Thomas A Jr,English Jr,Thomas A,18495,2011-12-08T10:40:35Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-02-25T15:38:34Z,Ventilation Hood Systems  Filters (C),Pass,Clean filters where needed in the hood,112   Emerson ST,South Boston,MA,2127
TOM ENGLISH COTTAGE,English Thomas A Jr,English Jr,Thomas A,18495,2011-12-08T10:40:35Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-02-25T15:38:34Z,Food Temperature Measuring Devices (Pf),Pass,Ensure there is a properly operating food thermometer oin site,112   Emerson ST,South Boston,MA,2127
TOM ENGLISH COTTAGE,English Thomas A Jr,English Jr,Thomas A,18495,2011-12-08T10:40:35Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-02-25T15:38:34Z,Floors  Walls and Ceilings-Cleanability (C),Pass,Clean floors and walls where needed from all visible food spills  stains anmd soils,112   Emerson ST,South Boston,MA,2127
TOM ENGLISH COTTAGE,English Thomas A Jr,English Jr,Thomas A,18495,2011-12-08T10:40:35Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-02-25T15:38:34Z,Controlling Pests (C),Pass,Some rodent droppings outside by the delivery door and stairwell  address as discussed,112   Emerson ST,South Boston,MA,2127
TOM ENGLISH COTTAGE,English Thomas A Jr,English Jr,Thomas A,18495,2011-12-08T10:40:35Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-02-25T15:38:34Z,Maintaining Premises  Unnecessary Items and Litter (C),Pass,Clean top remove all loose trash  debris and broken equipment in the basement,112   Emerson ST,South Boston,MA,2127
TONY C'S SPORTS BAR & GRILL,,Rebel Restaurants Inc.,,68640,2012-02-14T14:30:39Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Filed,2021-04-01T14:32:45Z,Dispensing Equipment  Protection of Equipment and Food (C),Fail,Place ice scoop with a handle in a clean container segragated from food service to reduce potential contamination,250  Northern AVE,South Boston,MA,2210
TONY C'S SPORTS BAR & GRILL,,Rebel Restaurants Inc.,,68640,2012-02-14T14:30:39Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Filed,2021-04-01T14:32:45Z,Ventilation Hood Systems  Adequacy (C),Fail,Remove older stickers on the hood that are still partially glued to the sides to reduce any potential confusion and maintain clean as discussed-,250  Northern AVE,South Boston,MA,2210
TONY C'S SPORTS BAR & GRILL,,Rebel Restaurants Inc.,,68640,2012-02-14T14:30:39Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Filed,2021-04-01T14:32:45Z,Single-Service and Single-Use Articles-Use Limitations (C),Fail,Plastic white food containers being reused multiple times have become compromised with cracks and visibly discolored  remove as discussed - these are not made to be used over and over as the plastic breaks down and makes it much harder to clean,250  Northern AVE,South Boston,MA,2210
TOUCHIE'S SHAMROCK PUB,,Touchtone Enterprises,,24118,2011-12-07T12:48:25Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Filed,2021-02-26T14:36:46Z,Floors  Walls and Ceilings-Cleanability (C),Fail,Clean floors behind the bar from all bottle caps and loose debris,501 E Eighth ST,South Boston,MA,2127
TOUCHIE'S SHAMROCK PUB,,Touchtone Enterprises,,24118,2011-12-07T12:48:25Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Filed,2021-02-26T14:36:46Z,Handwashing Signage  (C),Fail,Clearly identify all hand sinks clearly throughout the facility and keep clear - do not keep anything on the sides or edges to obstruct staff from washing hands,501 E Eighth ST,South Boston,MA,2127
WALGREENS NO. 17169,Maxi Drugs  Inc. Brooks Lic. Dept.,Walgreen Co.,Att: Accounts Payable,362268,2018-05-14T15:30:38Z,2021-12-31T23:59:00Z,Active,RF,Retail Food,HE_Filed,2021-01-25T12:00:14Z,Conveniently Located (C),Fail,Visiblely soiled toilets in employee restrooms. Maintain clean.,710 E Broadway,South Boston,MA,2127
WALGREENS NO. 17169,Maxi Drugs  Inc. Brooks Lic. Dept.,Walgreen Co.,Att: Accounts Payable,362268,2018-05-14T15:30:38Z,2021-12-31T23:59:00Z,Active,RF,Retail Food,HE_Filed,2021-01-25T12:00:14Z,,Fail,8-304.11 (A) Post current permit in a location in the establishment that is conspicuous to consumers.,710 E Broadway,South Boston,MA,2127
WAVE HEALTH & FITNESS,Seaport Hotel Attn: Micha,Seaport Companies,,23075,2012-01-05T10:58:05Z,2021-12-31T23:59:00Z,Active,RF,Retail Food,HE_NotReq,2021-04-21T15:11:17Z,,Pass,,1   SEAPORT LA,SOUTH BOSTON,MA,2210
WEST SEVENTH MINI MARKET,Chaletzky Stephen E Ts,Lucky Chino Corp.,,80504,2012-08-15T09:49:51Z,2021-12-31T23:59:00Z,Active,RF,Retail Food,HE_Pass,2021-03-08T14:12:32Z,(A)-(P) Person-In-Charge-Duties (Pf),Pass,PIC is not monitoring expiraion dates of retail food products. Is not purchasing products from approved  licensed whole sale supplier. PIC was unable to explain how to set up three bay sink or how to wash and sanitize. PIC storing personal food items in retail refrigerators and freezers.,51 W Seventh ST,South Boston,MA,2127
WEST SEVENTH MINI MARKET,Chaletzky Stephen E Ts,Lucky Chino Corp.,,80504,2012-08-15T09:49:51Z,2021-12-31T23:59:00Z,Active,RF,Retail Food,HE_Pass,2021-03-08T14:12:32Z,Compliance with Food Law  (Pf),Pass,Multiple items on retail shelves are house-label from local grocery store: jelly  diapers  soy sauce  canned pees  soap  trash bags  dog food  bread crumbs  corn starch  baking soda  etc.,51 W Seventh ST,South Boston,MA,2127
WEST SEVENTH MINI MARKET,Chaletzky Stephen E Ts,Lucky Chino Corp.,,80504,2012-08-15T09:49:51Z,2021-12-31T23:59:00Z,Active,RF,Retail Food,HE_Pass,2021-03-08T14:12:32Z,Packaged and Unpackaged Food-Separation  Packaging  and Segregation  (C),Pass,Expired items on retail shelves: hot sauce  bbq sauce  canned soup  baby food  macaroni and cheese  funyuns and chips. Damaged bag of rice on shelf- damaged packages contaminate food. Keep expired food separate from retail shelf.,51 W Seventh ST,South Boston,MA,2127
WEST SEVENTH MINI MARKET,Chaletzky Stephen E Ts,Lucky Chino Corp.,,80504,2012-08-15T09:49:51Z,2021-12-31T23:59:00Z,Active,RF,Retail Food,HE_Pass,2021-03-08T14:12:32Z,Miscellaneous Sources of Contamination (C),Pass,Personal food items stored in retail freezers and retail refrigerator. Personal foods that are unlabeled  opened  and stored in home-style containers must be stored away from customer self-service areas.,51 W Seventh ST,South Boston,MA,2127
WEST SEVENTH MINI MARKET,Chaletzky Stephen E Ts,Lucky Chino Corp.,,80504,2012-08-15T09:49:51Z,2021-12-31T23:59:00Z,Active,RF,Retail Food,HE_Pass,2021-03-08T14:12:32Z,Food Labels (Pf),Pass,Multiple items for sale on retail shelf without labels: butter sticks  fruit cups  hot dogs  bacon  poptarts  crackers  cookies  pastry  and popcorn. All food items for sale must be properly labelled according to standards of identification.,51 W Seventh ST,South Boston,MA,2127
WEST SEVENTH MINI MARKET,Chaletzky Stephen E Ts,Lucky Chino Corp.,,80504,2012-08-15T09:49:51Z,2021-12-31T23:59:00Z,Active,RF,Retail Food,HE_Pass,2021-03-08T14:12:32Z,Discarding or Reconditioning Unsafe  Adulterated  or Contaminated Food (P),Pass,Expired items for sale in retail refrigerator: hot dogs,51 W Seventh ST,South Boston,MA,2127
WEST SEVENTH MINI MARKET,Chaletzky Stephen E Ts,Lucky Chino Corp.,,80504,2012-08-15T09:49:51Z,2021-12-31T23:59:00Z,Active,RF,Retail Food,HE_Pass,2021-03-08T14:12:32Z,Manual and Mechanical Warewashing Equipment  Chemical Sanitization-Temperature  pH  Concentration and Hardness (P),Pass,No sanitizer or test kit available for three bay sink. Discontinue serving ice cream and  italia ice until three bay sink is properly set up and supplied with chemical sanitizer.,51 W Seventh ST,South Boston,MA,2127
WEST SEVENTH MINI MARKET,Chaletzky Stephen E Ts,Lucky Chino Corp.,,80504,2012-08-15T09:49:51Z,2021-12-31T23:59:00Z,Active,RF,Retail Food,HE_Pass,2021-03-08T14:12:32Z,(A) Equipment  Food-Contact Surfaces  Nonfood-Contact Surfaces  and Utensils (Pf),Pass,Retail shelving and canned goods visibly dusty and soiled  sticky to touch. Maintain packaged food  shelving  and premises clean to sight and touch.,51 W Seventh ST,South Boston,MA,2127
WEST SEVENTH MINI MARKET,Chaletzky Stephen E Ts,Lucky Chino Corp.,,80504,2012-08-15T09:49:51Z,2021-12-31T23:59:00Z,Active,RF,Retail Food,HE_Pass,2021-03-08T14:12:32Z,Using a Handwashing Sink-Operation and Maintenance (Pf),Pass,Handwash sink blocked by a bucket of utensils. Remove and keep sink clear for hand washing.,51 W Seventh ST,South Boston,MA,2127
WEST SEVENTH MINI MARKET,Chaletzky Stephen E Ts,Lucky Chino Corp.,,80504,2012-08-15T09:49:51Z,2021-12-31T23:59:00Z,Active,RF,Retail Food,HE_Pass,2021-03-08T14:12:32Z,Handwashing Cleanser  Availability (Pf),Pass,No soap at hand sink. Cannot wash and sanitize utensils without clean hands.,51 W Seventh ST,South Boston,MA,2127
WEST SEVENTH MINI MARKET,Chaletzky Stephen E Ts,Lucky Chino Corp.,,80504,2012-08-15T09:49:51Z,2021-12-31T23:59:00Z,Active,RF,Retail Food,HE_Pass,2021-03-08T14:12:32Z,Hand Drying Provision (Pf),Pass,No towels or hand dryer.,51 W Seventh ST,South Boston,MA,2127
WORDEN HALL,,Welsh,Dylan,138566,2015-08-19T08:58:47Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-04-14T15:23:16Z,,Pass,,22 W Broadway,South Boston,MA,2127
